Program,Category,CPT® Code,CPT® Code Description,"Commercial Prior
Authorization
Required?","Commercial Case Build
Platform",External Notation
Vascular Interventions,Venous Interventions,36483,"Endovenous ablation therapy of incompetent vein, extremity, by transcatheter delivery of a chemical adhesive (eg,
cyanoacrylate) remote from the access site, inclusive of all imaging guidance and monitoring, percutaneous; subsequent
vein(s) treated in a single extremity, each through separate access sites (List separately in addition to code for primary
procedure)",Add‑On,CareCore National,
Vascular Interventions,Venous Interventions,36465,"Injection of non-compounded foam sclerosant with ultrasound compression maneuvers to guide dispersion of the injectate,
inclusive of all imaging guidance and monitoring; single incompetent extremity truncal vein (eg, great saphenous vein,
accessory saphenous vein)",Yes,CareCore National,
Vascular Interventions,Venous Interventions,36466,"Injection of non-compounded foam sclerosant with ultrasound compression maneuvers to guide dispersion of the injectate,
inclusive of all imaging guidance and monitoring; multiple incompetent truncal veins (eg, great saphenous vein, accessory
saphenous vein), same leg",Yes,CareCore National,
Vascular Interventions,Venous Interventions,36468,"Injection(s) of sclerosant for spider veins (telangiectasia), limb or trunk",Yes,CareCore National,
Vascular Interventions,Venous Interventions,36471,"Injection(s) of sclerosant; multiple incompetent veins (other than telangiectasia), same leg",Yes,CareCore National,
Vascular Interventions,Venous Interventions,37700,"Ligation and division of long saphenous vein at saphenofemoral junction, or distal interruptions",Yes,CareCore National,
Vascular Interventions,Venous Interventions,37718,"Ligation, division, and stripping, short saphenous vein",Yes,CareCore National,
Vascular Interventions,Venous Interventions,37722,"Ligation, division, and stripping, long (greater) saphenous veins from saphenofemoral junction to knee or below",Yes,CareCore National,
Vascular Interventions,Venous Interventions,37735,"Ligation and division and complete stripping of long or short saphenous veins with radical excision of ulcer and skin graft
and/or interruption of communicating veins of lower leg with excision of deep fascia",Yes,CareCore National,
Vascular Interventions,Venous Interventions,37780,Ligation and division of short saphenous vein at saphenopopliteal junction (separate procedure),Yes,CareCore National,
Vascular Interventions,Venous Interventions,37799,"Unlisted procedure, vascular surgery",Yes,CareCore National,
Vascular Interventions,Venous Interventions,37765,"Stab phlebectomy of varicose veins, 1 extremity; 10-20 stab incisions",Yes,CareCore National,
Vascular Interventions,Venous Interventions,37766,"Stab phlebectomy of varicose veins, 1 extremity; more than 20 incisions",Yes,CareCore National,
Vascular Interventions,Venous Interventions,37785,"Ligation, division, and/or excision of varicose vein cluster(s), 1 leg",Yes,CareCore National,
Vascular Interventions,Venous Interventions,37238,"Transcatheter placement of an intravascular stent(s), open or percutaneous, including radiological supervision and
interpretation and including angioplasty within the same vessel, when performed; initial vein",Yes,CareCore National,
