Program,Category,CPT® Code,CPT® Code Description,"Commercial Prior
Authorization
Required?","Commercial Case Build
Platform",External Notation
Musculoskeletal,Spine Surgery,27280,"Arthrodesis, sacroiliac joint, open, includes obtaining bone graft, including instrumentation, when performed",Yes,CareCore National,
Musculoskeletal,Spine Surgery,27278,"Arthrodesis, sacroiliac joint, percutaneous or minimally invasive, with image guidance, includes obtaining bone graft when
performed, unilateral; placement of intra-articular device(s), without cortical piercing",Yes,CareCore National,
Musculoskeletal,Spine Surgery,27279,"Arthrodesis, sacroiliac joint, percutaneous or minimally invasive, with image guidance, includes obtaining bone graft when
performed, unilateral; placement of transarticular device(s) and/or intra-articular device(s) piercing the lateral or medial
cortices of the ilium and the lateral cortex of the sacrum",Yes,CareCore National,
Musculoskeletal,Spine Surgery,20936,"Autograft for spine surgery only (includes harvesting the graft); local (eg, ribs, spinous process, or laminar fragments)
obtained from same incision (List separately in addition to code for primary procedure)",Add On,CareCore National,
Musculoskeletal,Spine Surgery,20937,"Autograft for spine surgery only (includes harvesting the graft); morselized (through separate skin or fascial incision) (List
separately in addition to code for primary procedure)",Add On,CareCore National,
Musculoskeletal,Spine Surgery,20938,"Autograft for spine surgery only (includes harvesting the graft); structural, bicortical or tricortical (through separate skin or
fascial incision) (List separately in addition to code for primary procedure)",Add On,CareCore National,
Musculoskeletal,Spine Surgery,63078,"Discectomy, anterior, with decompression of spinal cord and/or nerve root(s), including osteophytectomy; thoracic, each
additional interspace (List separately in addition to code for primary procedure)",Add On,CareCore National,
Musculoskeletal,Spine Surgery,63077,"Discectomy, anterior, with decompression of spinal cord and/or nerve root(s), including osteophytectomy; thoracic, single
interspace",Yes,CareCore National,
Musculoskeletal,Spine Surgery,20975,Electrical Stimulation To Aid Bone Healing; Invasive (Operative),Yes,CareCore National,
Musculoskeletal,Spine Surgery,62380,"Endoscopic Decompression Of Spinal Cord, Nerve Root(S), Including Laminotomy, Partial Facetectomy, Foraminotomy,
Discectomy And/Or Excision Of Herniated Intervertebral Disc, 1 Interspace, Lumbar",Yes,CareCore National,
Musculoskeletal,Spine Surgery,62290,"Injection procedure for discography, each level; lumbar",Yes,CareCore National,
Musculoskeletal,Spine Surgery,22853,"Insertion of interbody biomechanical device(s) (eg, synthetic cage, mesh) with integral anterior instrumentation for device
anchoring (eg, screws, flanges), when performed, to intervertebral disc space in conjunction with interbody arthrodesis, each
interspace (List separately in addition to code for primary procedure)",Add On,CareCore National,
Musculoskeletal,Spine Surgery,22867,"Insertion Of Interlaminar/Interspinous Process Stabilization/Distraction Device, Without Fusion, Including Image Guidance
When Performed, With Open Decompression, Lumbar; Single Level",Yes,CareCore National,
Musculoskeletal,Spine Surgery,22868,"Insertion of interlaminar/interspinous process stabilization/distraction device, without fusion, including image guidance when
performed, with open decompression, lumbar; second level (List separately in addition to code for primary procedure)",Add On,CareCore National,
