Program,Category,CPT® Code,CPT® Code Description,"Commercial Prior
Authorization
Required?","Commercial Case Build
Platform",External Notation
Other Services,Outpatient Surgery,15157,"Tissue cultured skin autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits;
each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in
addition to code for primary procedure)",Add On,CareCore National,
Other Services,Outpatient Surgery,15155,"Tissue cultured skin autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first
25 sq cm or less",Yes,CareCore National,
Other Services,Outpatient Surgery,15151,"Tissue cultured skin autograft, trunk, arms, legs; additional 1 sq cm to 75 sq cm (List separately in addition to code for
primary procedure)",Add On,CareCore National,
Other Services,Outpatient Surgery,15152,"Tissue cultured skin autograft, trunk, arms, legs; each additional 100 sq cm, or each additional 1% of body area of infants and
children, or part thereof (List separately in addition to code for primary procedure)",Add On,CareCore National,
Other Services,Outpatient Surgery,15150,"Tissue cultured skin autograft, trunk, arms, legs; first 25 sq cm or less",Yes,CareCore National,
Other Services,Potentially Cosmetic,19357,"Tissue expander placement in breast reconstruction, including subsequent expansion(s)",Yes,CareCore National,
Other Services,"Experimental /
Investigational",41512,"Tongue base suspension, permanent suture technique",Yes,CareCore National,
Other Services,"Experimental /
Investigational",0951T,"Totally implantable active middle ear hearing implant; initial placement, including mastoidectomy, placement of and
attachment to sound processor",Yes,CareCore National,
Other Services,"Experimental /
Investigational",0967T,"Transanal insertion of endoluminal temporary colorectal anastomosis protection device, including vacuum anchoring
component and flexible sheath connected to external vacuum source and monitoring system",Yes,CareCore National,
Other Services,"Experimental /
Investigational",0981T,"Transcatheter implantation of wireless inferior vena cava sensor for long-term hemodynamic monitoring, including
deployment of the sensor, radiological supervision and interpretation, right heart catheterization, and inferior vena cava
venography, when performed",Yes,CareCore National,
Other Services,"Experimental /
Investigational",0933T,"Transcatheter implantation of wireless left atrial pressure sensor for long-term left atrial pressure monitoring, including sensor
calibration and deployment, right heart catheterization, transseptal puncture, imaging guidance, and radiological supervision
and interpretation",Yes,CareCore National,
Other Services,"Experimental /
Investigational",33289,"Transcatheter implantation of wireless pulmonary artery pressure sensor for long-term hemodynamic monitoring, including
deployment and calibration of the sensor, right heart catheterization, selective pulmonary catheterization, radiological
supervision and interpretation, and pulmonary artery angiography, when performed",Yes,CareCore National,
Other Services,Outpatient Surgery,66175,"Transluminal dilation of aqueous outflow canal (eg, canaloplasty); with retention of device or stent",Yes,CareCore National,
Other Services,Outpatient Surgery,66174,"Transluminal dilation of aqueous outflow canal (eg, canaloplasty); without retention of device or stent",Yes,CareCore National,
Other Services,"Experimental /
Investigational",93799,Unlisted cardiovascular service or procedure,Yes,CareCore National,
Other Services,"Experimental /
Investigational",21299,Unlisted craniofacial and maxillofacial procedure,Yes,CareCore National,
Other Services,Unlisted Procedure,91299,Unlisted diagnostic gastroenterology procedure,Yes,CareCore National,
Other Services,Unlisted Procedure,59897,"Unlisted fetal invasive procedure, including ultrasound guidance, when performed",Yes,CareCore National,
Other Services,"Experimental /
Investigational",58579,"Unlisted hysteroscopy procedure, uterus",Yes,CareCore National,
Other Services,Unlisted Procedure,47379,"Unlisted laparoscopic procedure, liver",Yes,CareCore National,
