Program,Category,CPT® Code,CPT® Code Description,"Commercial Prior
Authorization
Required?","Commercial Case Build
Platform",External Notation
Other Services,"Experimental /
Investigational",A2020,Ac5 advanced wound system (ac5),Yes,CareCore National,
Other Services,"Experimental /
Investigational",Q4395,"Acelagraft, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,
Other Services,"Experimental /
Investigational",Q4386,"Acesso trifaca, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,
Other Services,"Experimental /
Investigational",Q4159,"Affinity, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,
Other Services,"Experimental /
Investigational",Q4150,"Allowrap ds or dry, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,
Other Services,Outpatient Surgery,41874,"Alveoloplasty, each quadrant (specify)",Yes,CareCore National,
Other Services,"Experimental /
Investigational",Q4250,"Amnioamp-mp, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,
Other Services,Outpatient Surgery,Q4151,"Amnioband or guardian, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,
Other Services,"Experimental /
Investigational",Q4168,"Amnioband, 1 mg",Yes,CareCore National,
Other Services,"Experimental /
Investigational",Q4227,"Amniocore, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,
Other Services,"Experimental /
Investigational",Q4137,"Amnioexcel, amnioexcel plus or biodexcel, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,
Other Services,"Experimental /
Investigational",Q4139,"Amniomatrix or biodmatrix, injectable, 1 cc",Yes,CareCore National,
Other Services,"Experimental /
Investigational",Q4239,"Amnio-maxx or amnio-maxx lite, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,
Other Services,"Experimental /
Investigational",Q4235,"Amniorepair or altiply, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,
Other Services,Outpatient Surgery,54125,Amputation of penis; complete,Yes,CareCore National,
Other Services,"Experimental /
Investigational",Q4385,"Apollo ft, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,
Other Services,Outpatient Surgery,21110,"Application of interdental fixation device for conditions other than fracture or dislocation, includes removal",Yes,CareCore National,
Other Services,"Experimental /
Investigational",15018,"Application of skin cell suspension autograft to wound and donor sites, including application of primary dressing, face, scalp,
eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; each additional 480 sq cm or part thereof (List
separately in addition to code for primary procedure)",Add On,CareCore National,
Other Services,"Experimental /
Investigational",15017,"Application of skin cell suspension autograft to wound and donor sites, including application of primary dressing, face, scalp,
eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first 480 sq cm or less",Yes,CareCore National,
Other Services,"Experimental /
Investigational",15016,"Application of skin cell suspension autograft to wound and donor sites, including application of primary dressing, trunk, arms,
legs; each additional 480 sq cm or part thereof (List separately in addition to code for primary procedure)",Add On,CareCore National,
Other Services,"Experimental /
Investigational",15015,"Application of skin cell suspension autograft to wound and donor sites, including application of primary dressing, trunk, arms,
legs; first 480 sq cm or less",Yes,CareCore National,
Other Services,"Experimental /
Investigational",15278,"Application of skin substitute graft to face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple
digits, total wound surface area greater than or equal to 100 sq cm; each additional 100 sq cm wound surface area, or part
thereof, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for
primary procedure)",Add‑On,CareCore National,
Other Services,"Experimental /
Investigational",15277,"Application of skin substitute graft to face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple
digits, total wound surface area greater than or equal to 100 sq cm; first 100 sq cm wound surface area, or 1% of body area of
infants and children",Yes,CareCore National,
Other Services,"Experimental /
Investigational",15276,"Application of skin substitute graft to face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple
digits, total wound surface area up to 100 sq cm; each additional 25 sq cm wound surface area, or part thereof (List
separately in addition to code for primary procedure)",Add On,CareCore National,
Other Services,"Experimental /
Investigational",15275,"Application of skin substitute graft to face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple
digits, total wound surface area up to 100 sq cm; first 25 sq cm or less wound surface area",Yes,CareCore National,
Other Services,"Experimental /
Investigational",15274,"Application of skin substitute graft to trunk, arms, legs, total wound surface area greater than or equal to 100 sq cm; each
additional 100 sq cm wound surface area, or part thereof, or each additional 1% of body area of infants and children, or part
thereof (List separately in addition to code for primary procedure)",Add On,CareCore National,
Other Services,"Experimental /
Investigational",15273,"Application of skin substitute graft to trunk, arms, legs, total wound surface area greater than or equal to 100 sq cm; first 100
sq cm wound surface area, or 1% of body area of infants and children",Yes,CareCore National,
Other Services,"Experimental /
Investigational",15272,"Application of skin substitute graft to trunk, arms, legs, total wound surface area up to 100 sq cm; each additional 25 sq cm
wound surface area, or part thereof (List separately in addition to code for primary procedure)",Add On,CareCore National,
Other Services,"Experimental /
Investigational",15271,"Application of skin substitute graft to trunk, arms, legs, total wound surface area up to 100 sq cm; first 25 sq cm or less wound
surface area",Yes,CareCore National,
Other Services,Outpatient Surgery,66179,"Aqueous shunt to extraocular equatorial plate reservoir, external approach; without graft",Yes,CareCore National,
Other Services,"Experimental /
Investigational",Q4189,"Artacent ac, 1 mg",Yes,CareCore National,
Other Services,"Experimental /
Investigational",Q4125,"Arthroflex, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,
Other Services,Outpatient Surgery,21240,"Arthroplasty, temporomandibular joint, with or without autograft (includes obtaining graft)",Yes,CareCore National,
Other Services,Outpatient Surgery,21243,"Arthroplasty, temporomandibular joint, with prosthetic joint replacement",Yes,CareCore National,
Other Services,Outpatient Surgery,29804,"Arthroscopy, temporomandibular joint, surgical",Yes,CareCore National,
Other Services,Potentially Cosmetic,21125,"Augmentation, mandibular body or angle; prosthetic material",Yes,CareCore National,
Other Services,Potentially Cosmetic,21127,"Augmentation, mandibular body or angle; with bone graft, onlay or interpositional (includes obtaining autograft)",Yes,CareCore National,
Other Services,"Experimental /
Investigational",Q4215,"Axolotl ambient or axolotl cryo, 0.1 mg",Yes,CareCore National,
