Program,Category,CPT® Code,CPT® Code Description,"Commercial Prior
Authorization
Required?","Commercial Case Build
Platform",External Notation
Laboratory Management,Molecular Lab,81313,"PCA3/KLK3 (prostate cancer antigen 3 [non-protein coding]/kallikrein-related peptidase 3 [prostate specific antigen]) ratio (eg,
prostate cancer)",Yes,CareCore National,
Laboratory Management,Molecular Lab,81317,"PMS2 (postmeiotic segregation increased 2 [S. cerevisiae]) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome)
gene analysis; full sequence analysis",Yes,CareCore National,
Laboratory Management,Molecular Lab,81318,"PMS2 (postmeiotic segregation increased 2 [S. cerevisiae]) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome)
gene analysis; known familial variants",Yes,CareCore National,
Laboratory Management,Molecular Lab,81319,"PMS2 (postmeiotic segregation increased 2 [S. cerevisiae]) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome)
gene analysis; duplication/deletion variants",Yes,CareCore National,
Laboratory Management,Molecular Lab,81321,"PTEN (phosphatase and tensin homolog) (eg, Cowden syndrome, PTEN hamartoma tumor syndrome) gene analysis; full
sequence analysis",Yes,CareCore National,
Laboratory Management,Molecular Lab,81322,"PTEN (phosphatase and tensin homolog) (eg, Cowden syndrome, PTEN hamartoma tumor syndrome) gene analysis; known
familial variant",Yes,CareCore National,
Laboratory Management,Molecular Lab,81323,"PTEN (phosphatase and tensin homolog) (eg, Cowden syndrome, PTEN hamartoma tumor syndrome) gene analysis;
duplication/deletion variant",Yes,CareCore National,
Laboratory Management,Molecular Lab,81349,"Cytogenomic (genome-wide) analysis for constitutional chromosomal abnormalities; interrogation of genomic regions for copy
number and loss-of-heterozygosity variants, low-pass sequencing analysis",Yes,CareCore National,
Laboratory Management,Molecular Lab,81354,"Cytogenomic (genome-wide) analysis for constitutional chromosomal abnormalities; interrogation of structural and copy
number variants, optical genome mapping (OGM)",Yes,CareCore National,
Laboratory Management,Molecular Lab,81400,"Molecular pathology procedure, Level 1 (eg, identification of single germline variant [eg, SNP] by techniques such as
restriction enzyme digestion or melt curve analysis) ACADM (acyl-CoA dehydrogenase, C-4 to C-12 straight chain, MCAD)
(eg, medium chain acyl dehydrogenase deficiency), K304E variant ACE (angiotensin converting enzyme) (eg, hereditary
blood pressure regulation), insertion/deletion variant AGTR1 (angiotensin II receptor, type 1) (eg, essential hypertension),
1166A>C variant BCKDHA (branched chain keto acid dehydrogenase E1, alpha polypeptide) (eg, maple syrup urine disease,
type 1A), Y438N variant CCR5 (chemokine C-C motif receptor 5) (eg, HIV resistance), 32-bp deletion mutation/794 825del32
deletion CLRN1 (clarin 1) (eg, Usher syndrome, type 3), N48K variant F2 (coagulation factor 2) (eg, hereditary
hypercoagulability), 1199G>A variant F5 (coagulation factor V) (eg, hereditary hypercoagulability), HR2 variant F7
(coagulation factor VII [serum prothrombin conversion acc",Yes,CareCore National,
