Program,Category,CPT® Code,CPT® Code Description,"Commercial Prior
Authorization
Required?","Commercial Case Build
Platform",External Notation
Musculoskeletal,"Interventional Pain
Management",64495,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with
image guidance (fluoroscopy or CT), lumbar or sacral; third and any additional level(s) (List separately in addition to code for
primary procedure)",Add On,MedSolutions,
Musculoskeletal,"Interventional Pain
Management",64510,"Injection, Anesthetic Agent; Stellate Ganglion (Cervical Sympathetic)",Yes,MedSolutions,
Musculoskeletal,"Interventional Pain
Management",64520,"Injection, Anesthetic Agent; Lumbar Or Thoracic (Paravertebral Sympathetic)",Yes,MedSolutions,
Musculoskeletal,"Interventional Pain
Management",64555,Percutaneous implantation of neurostimulator electrode array; peripheral nerve (excludes sacral nerve),Yes,MedSolutions,
Musculoskeletal,"Interventional Pain
Management",64575,Open implantation of neurostimulator electrode array; peripheral nerve (excludes sacral nerve),Yes,MedSolutions,
Musculoskeletal,"Interventional Pain
Management",64596,"Insertion or replacement of percutaneous electrode array, peripheral nerve, with integrated neurostimulator, including imaging
guidance, when performed; initial electrode array",Yes,MedSolutions,
Musculoskeletal,"Interventional Pain
Management",64597,"Insertion or replacement of percutaneous electrode array, peripheral nerve, with integrated neurostimulator, including imaging
guidance, when performed; each additional electrode array (List separately in addition to code for primary procedure)",Add On,MedSolutions,
Musculoskeletal,"Interventional Pain
Management",64625,"Radiofrequency ablation, nerves innervating the sacroiliac joint, with image guidance (ie, fluoroscopy or computed
tomography)",Yes,MedSolutions,
Musculoskeletal,"Interventional Pain
Management",64633,"Destruction by neurolytic agent, paravertebral facet joint nerve(s), with imaging guidance (fluoroscopy or CT); cervical or
thoracic, single facet joint",Yes,MedSolutions,
Musculoskeletal,"Interventional Pain
Management",64634,"Destruction by neurolytic agent, paravertebral facet joint nerve(s), with imaging guidance (fluoroscopy or CT); cervical or
thoracic, each additional facet joint (List separately in addition to code for primary procedure)",Add On,MedSolutions,
Musculoskeletal,"Interventional Pain
Management",64635,"Destruction By Neurolytic Agent, Paravertebral Facet Joint Nerve(S), With Imaging Guidance (Fluroscopy Or Ct); Lumbar Or
Sacral, Single Facet Joint",Yes,MedSolutions,
Musculoskeletal,"Interventional Pain
Management",64636,"Destruction By Neurolytic Agent, Paravertebral Facet Joint Nerve(S), With Imaging Guidance (Fluroscopy Or Ct); Lumbar Or
Sacral, Each Additional Facet Joint (List Separately In Addition To Code For Primary Procedure)",Add On,MedSolutions,
Musculoskeletal,"Interventional Pain
Management",0213T,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with
ultrasound guidance, cervical or thoracic; single level",Yes,MedSolutions,
Musculoskeletal,"Interventional Pain
Management",0214T,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with
ultrasound guidance, cervical or thoracic; second level (List separately in addition to code for primary procedure)",Add On,MedSolutions,
Musculoskeletal,"Interventional Pain
Management",0215T,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with
ultrasound guidance, cervical or thoracic; third and any additional level(s) (List separately in addition to code for primary
procedure)",Add On,MedSolutions,
Musculoskeletal,"Interventional Pain
Management",0216T,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with
ultrasound guidance, lumbar or sacral; single level",Yes,MedSolutions,
Musculoskeletal,"Interventional Pain
Management",0217T,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with
ultrasound guidance, lumbar or sacral; second level (List separately in addition to code for primary procedure)",Add On,MedSolutions,
Musculoskeletal,"Interventional Pain
Management",0218T,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with
ultrasound guidance, lumbar or sacral; third and any additional level(s) (List separately in addition to code for primary
procedure)",Add On,MedSolutions,
