Program,Category,CPT® Code,CPT® Code Description,"Commercial Prior
Authorization
Required?","Commercial Case Build
Platform",External Notation
Vascular Interventions,"Iliac artery
angioplasty/stent",37254,"Revascularization, endovascular, open or percutaneous, iliac vascular territory, with transluminal angioplasty, including all
maneuvers necessary for accessing and selectively catheterizing the artery and crossing the lesion, including all imaging
guidance and radiological supervision and interpretation necessary to perform the angioplasty within the same artery,
unilateral; straightforward lesion, initial vessel",Yes,CareCore National,
Vascular Interventions,"Iliac artery
angioplasty/stent",37255,"Revascularization, endovascular, open or percutaneous, iliac vascular territory, with transluminal angioplasty, including all
maneuvers necessary for accessing and selectively catheterizing the artery and crossing the lesion, including all imaging
guidance and radiological supervision and interpretation necessary to perform the angioplasty within the same artery,
unilateral; straightforward lesion, each additional vessel (List separately in addition to code for primary procedure)",Add‑On,CareCore National,
Vascular Interventions,"Iliac artery
angioplasty/stent",37256,"Revascularization, endovascular, open or percutaneous, iliac vascular territory, with transluminal angioplasty, including all
maneuvers necessary for accessing and selectively catheterizing the artery and crossing the lesion, including all imaging
guidance and radiological supervision and interpretation necessary to perform the angioplasty within the same artery,
unilateral; complex lesion, initial vessel",Yes,CareCore National,
Vascular Interventions,"Iliac artery
angioplasty/stent",37257,"Revascularization, endovascular, open or percutaneous, iliac vascular territory, with transluminal angioplasty, including all
maneuvers necessary for accessing and selectively catheterizing the artery and crossing the lesion, including all imaging
guidance and radiological supervision and interpretation necessary to perform the angioplasty within the same artery,
unilateral; complex lesion, each additional vessel (List separately in addition to code for primary procedure)",Add‑On,CareCore National,
Vascular Interventions,"Iliac artery
angioplasty/stent",37258,"Revascularization, endovascular, open or percutaneous, iliac vascular territory, with transluminal stent placement, including
transluminal angioplasty when performed, including all maneuvers necessary for accessing and selectively catheterizing the
artery and crossing the lesion, including all imaging guidance and radiological supervision and interpretation necessary to
perform the stent placement and angioplasty when performed, within the same artery, unilateral; straightforward lesion, initial
vessel",Yes,CareCore National,
Vascular Interventions,"Iliac artery
angioplasty/stent",37259,"Revascularization, endovascular, open or percutaneous, iliac vascular territory, with transluminal stent placement, including
transluminal angioplasty when performed, including all maneuvers necessary for accessing and selectively catheterizing the
artery and crossing the lesion, including all imaging guidance and radiological supervision and interpretation necessary to
perform the stent placement and angioplasty when performed, within the same artery, unilateral; straightforward lesion, each
additional vessel (List separately in addition to code for primary procedure)",Add‑On,CareCore National,
Vascular Interventions,"Iliac artery
angioplasty/stent",37260,"Revascularization, endovascular, open or percutaneous, iliac vascular territory, with transluminal stent placement, including
transluminal angioplasty when performed, including all maneuvers necessary for accessing and selectively catheterizing the
artery and crossing the lesion, including all imaging guidance and radiological supervision and interpretation necessary to
perform the stent placement and angioplasty when performed, within the same artery, unilateral; complex lesion, initial vessel",Yes,CareCore National,
Vascular Interventions,"Iliac artery
angioplasty/stent",37261,"Revascularization, endovascular, open or percutaneous, iliac vascular territory, with transluminal stent placement, including
transluminal angioplasty when performed, including all maneuvers necessary for accessing and selectively catheterizing the
artery and crossing the lesion, including all imaging guidance and radiological supervision and interpretation necessary to
perform the stent placement and angioplasty when performed, within the same artery, unilateral; complex lesion, each
additional vessel (List separately in addition to code for primary procedure)",Add‑On,CareCore National,
Vascular Interventions,"Intravascular Lithotripsy
- Iliac",37262,"Intravascular lithotripsy(ies), iliac vascular territory, including all imaging guidance and radiological supervision and
interpretation necessary to perform the intravascular lithotripsy(ies) within the same artery (List separately in addition to code
for primary procedure)",Add On,CareCore National,
Vascular Interventions,"Femoral-popliteal artery
angioplasty/stent",37263,"Revascularization, endovascular, open or percutaneous, femoral and popliteal vascular territory, with transluminal
angioplasty, including all maneuvers necessary for accessing and selectively catheterizing the artery and crossing the lesion,
including all imaging guidance and radiological supervision and interpretation necessary to perform the angioplasty within the
same artery, unilateral; straightforward lesion, initial vessel",Yes,CareCore National,
Vascular Interventions,"Femoral-popliteal artery
angioplasty/stent",37264,"Revascularization, endovascular, open or percutaneous, femoral and popliteal vascular territory, with transluminal
angioplasty, including all maneuvers necessary for accessing and selectively catheterizing the artery and crossing the lesion,
including all imaging guidance and radiological supervision and interpretation necessary to perform the angioplasty within the
same artery, unilateral; straightforward lesion, each additional vessel (List separately in addition to code for primary
procedure)",Add‑On,CareCore National,
Vascular Interventions,"Femoral-popliteal artery
angioplasty/stent",37265,"Revascularization, endovascular, open or percutaneous, femoral and popliteal vascular territory, with transluminal
angioplasty, including all maneuvers necessary for accessing and selectively catheterizing the artery and crossing the lesion,
including all imaging guidance and radiological supervision and interpretation necessary to perform the angioplasty within the
same artery, unilateral; complex lesion, initial vessel",Yes,CareCore National,
Vascular Interventions,"Femoral-popliteal artery
angioplasty/stent",37266,"Revascularization, endovascular, open or percutaneous, femoral and popliteal vascular territory, with transluminal
angioplasty, including all maneuvers necessary for accessing and selectively catheterizing the artery and crossing the lesion,
including all imaging guidance and radiological supervision and interpretation necessary to perform the angioplasty within the
same artery, unilateral; complex lesion, each additional vessel (List separately in addition to code for primary procedure)",Add‑On,CareCore National,
Vascular Interventions,"Femoral-popliteal artery
angioplasty/stent",37267,"Revascularization, endovascular, open or percutaneous, femoral and popliteal vascular territory, with transluminal stent
placement, including transluminal angioplasty when performed, including all maneuvers necessary for accessing and
selectively catheterizing the artery and crossing the lesion, including all imaging guidance and radiological supervision and
interpretation necessary to perform the stent placement and angioplasty when performed, within the same artery, unilateral;
straightforward lesion, initial vessel",Yes,CareCore National,
Vascular Interventions,"Femoral-popliteal artery
angioplasty/stent",37268,"Revascularization, endovascular, open or percutaneous, femoral and popliteal vascular territory, with transluminal stent
placement, including transluminal angioplasty when performed, including all maneuvers necessary for accessing and
selectively catheterizing the artery and crossing the lesion, including all imaging guidance and radiological supervision and
interpretation necessary to perform the stent placement and angioplasty when performed, within the same artery, unilateral;
straightforward lesion, each additional vessel (List separately in addition to code for primary procedure)",Add‑On,CareCore National,
