Program,Category,CPT® Code,CPT® Code Description,"Commercial Prior
Authorization
Required?","Commercial Case Build
Platform",External Notation
Cardiology,CID,33224,"Insertion of pacing electrode, cardiac venous system, for left ventricular pacing, with attachment to previously placed
pacemaker or implantable defibrillator pulse generator (including revision of pocket, removal, insertion, and/or replacement of
existing generator)",Yes,MedSolutions,
Cardiology,Cardiac Surgery,33990,"Insertion of ventricular assist device, percutaneous, including radiological supervision and interpretation; left heart, arterial
access only",Yes,CareCore National,
Cardiology,Cardiac Surgery,33991,"Insertion of ventricular assist device, percutaneous, including radiological supervision and interpretation; left heart, both
arterial and venous access, with transseptal puncture",Yes,CareCore National,
Cardiology,CID,33249,"Insertion or replacement of permanent implantable defibrillator system, with transvenous lead(s), single or dual chamber",Yes,MedSolutions,
Cardiology,CID,33270,"Insertion or replacement of permanent subcutaneous implantable defibrillator system, with subcutaneous electrode, including
defibrillation threshold evaluation, induction of arrhythmia, evaluation of sensing for arrhythmia termination, and programming
or reprogramming of sensing or therapeutic parameters, when performed",Yes,MedSolutions,
Cardiology,CID,33285,"Insertion, subcutaneous cardiac rhythm monitor, including programming",Yes,MedSolutions,
Cardiology,"Cardiac
Electrophysiology",93655,"Intracardiac catheter ablation of a discrete mechanism of arrhythmia which is distinct from the primary ablated mechanism,
including repeat diagnostic maneuvers, to treat a spontaneous or induced arrhythmia (List separately in addition to code for
primary procedure)",Add On,CareCore National,
Cardiology,Cardiac Catheterization,93452,"Left heart catheterization including intraprocedural injection(s) for left ventriculography, imaging supervision and
interpretation, when performed",Yes,MedSolutions,
Cardiology,Nuclear Cardiology,0331T,"Myocardial sympathetic innervation imaging, planar qualitative and quantitative assessment;",Yes,MedSolutions,
Cardiology,Nuclear Cardiology,0332T,"Myocardial sympathetic innervation imaging, planar qualitative and quantitative assessment; with tomographic SPECT",Yes,MedSolutions,
Cardiology,MRI CARDIAC,0899T,"Noninvasive determination of absolute quantitation of myocardial blood flow (AQMBF), derived from augmentative algorithmic
analysis of the dataset acquired via contrast cardiac magnetic resonance (CMR), pharmacologic stress, with interpretation
and report by a physician or other qualified health care professional (List separately in addition to code for primary procedure)",Add‑On,MedSolutions,
Cardiology,MRI CARDIAC,0900T,"Noninvasive estimate of absolute quantitation of myocardial blood flow (AQMBF), derived from assistive algorithmic analysis
of the dataset acquired via contrast cardiac magnetic resonance (CMR), pharmacologic stress, with interpretation and report
by a physician or other qualified health care professional (List separately in addition to code for primary procedure)",Add‑On,MedSolutions,
Cardiology,Cardiac Surgery,33255,"Operative tissue ablation and reconstruction of atria, extensive (eg, maze procedure); without cardiopulmonary bypass",Yes,CareCore National,
Cardiology,Cardiac Surgery,33254,"Operative tissue ablation and reconstruction of atria, limited (eg, modified maze procedure)",Yes,CareCore National,
Cardiology,Cardiac Surgery,33258,"Operative tissue ablation and reconstruction of atria, performed at the time of other cardiac procedure(s), extensive (eg, maze
procedure), without cardiopulmonary bypass (List separately in addition to code for primary procedure)",Add On,CareCore National,
Cardiology,Cardiac Surgery,93581,Percutaneous transcatheter closure of a congenital ventricular septal defect with implant,Yes,CareCore National,
Cardiology,Cardiac Surgery,93580,"Percutaneous transcatheter closure of congenital interatrial communication (ie, Fontan fenestration, atrial septal defect) with
implant",Yes,CareCore National,
Cardiology,Cardiac Surgery,93582,Percutaneous transcatheter closure of patent ductus arteriosus,Yes,CareCore National,
